Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2013-11-19,Dinner,525.0,13.2,3.7,0.0,0.0,0.0,70.0,253.2,730.0,68.0,11.7,34.3,37.2,1.2,18.0,16.2,9.2
2013-11-19,Snacks,135.0,4.3,1.9,0.7,1.5,0.0,2.0,160.8,0.0,21.3,1.3,8.4,2.8,0.0,0.0,0.0,0.0
2013-11-20,Breakfast,373.0,19.8,13.1,0.0,0.0,0.0,0.0,131.2,430.0,41.8,3.1,29.1,10.6,1.2,18.0,43.2,1.2
2013-11-20,Lunch,966.0,52.4,16.4,6.0,22.0,0.0,144.0,602.0,0.0,76.8,12.4,10.0,47.0,20.0,66.0,18.0,30.0
2013-11-20,Dinner,1260.0,27.2,7.6,0.0,0.0,0.0,140.0,508.8,2320.0,190.8,29.6,98.0,76.8,4.8,72.0,34.8,20.8
2013-11-21,Breakfast,373.0,19.8,13.1,0.0,0.0,0.0,0.0,131.2,430.0,41.8,3.1,29.1,10.6,1.2,18.0,43.2,1.2
2013-11-21,Lunch,1118.0,53.6,16.6,6.0,22.0,0.0,144.0,838.0,0.0,105.2,14.9,11.0,52.5,20.0,66.0,18.0,30.0
2013-11-27,Breakfast,312.0,10.6,0.0,1.0,1.5,0.4,0.0,105.0,150.0,46.6,5.0,12.0,10.4,15.0,20.0,0.0,10.0
2013-11-27,Lunch,1199.9,53.2,18.8,4.9,8.1,0.0,297.6,2166.9,1773.8,64.1,9.8,2.8,97.5,2.4,1.3,4.6,17.8
2013-12-04,Breakfast,315.0,1.2,0.4,0.0,0.0,0.0,0.0,3.6,1290.0,82.2,9.3,44.1,3.6,3.6,54.0,3.6,3.6
2013-12-05,Breakfast,471.0,3.6,1.6,0.0,0.0,0.0,0.0,249.2,1290.0,111.8,10.1,44.1,8.0,3.6,54.0,7.3,19.0
2013-12-05,Lunch,544.7,12.3,2.4,6.3,4.0,0.0,94.0,483.7,1504.9,60.4,7.3,9.8,45.0,181.6,21.1,9.2,13.9
2013-12-05,Dinner,525.0,13.2,3.7,0.0,0.0,0.0,70.0,253.2,730.0,68.0,11.7,34.3,37.2,1.2,18.0,16.2,9.2
2013-12-05,Snacks,363.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,0.0,0.0,6.6,0.0,0.0,0.0,0.0
2014-01-14,Breakfast,518.0,15.0,1.7,2.0,2.0,0.4,0.0,385.6,210.0,81.2,7.8,10.0,16.8,15.0,0.0,5.7,105.4
2014-01-14,Dinner,585.0,22.3,3.6,0.0,0.0,0.5,55.0,252.0,170.0,52.6,8.6,19.6,44.0,0.0,0.0,10.0,2.0
2014-01-15,Breakfast,362.0,12.6,0.5,2.0,2.0,0.4,0.0,140.0,210.0,51.6,7.0,10.0,12.4,15.0,0.0,2.0,90.0
2014-01-15,Lunch,1269.0,59.5,20.4,0.5,0.1,0.0,119.0,1337.0,1677.0,123.1,12.4,39.7,79.8,41.2,520.7,6.6,24.1
2014-01-15,Dinner,1564.0,64.1,34.7,0.0,0.0,0.4,55.0,1203.4,1030.0,185.0,30.0,78.6,69.9,2.4,36.0,117.4,4.4
2014-01-16,Breakfast,1230.8,11.5,4.2,0.0,0.0,0.0,0.0,568.4,0.0,182.3,73.3,0.0,8.8,0.0,0.0,7.5,30.9
2014-01-16,Lunch,819.0,28.5,13.4,0.5,0.1,0.0,119.0,1337.0,1677.0,110.1,12.4,39.7,49.8,41.2,520.7,6.6,24.1
2014-01-17,Lunch,299.4,8.2,4.9,0.0,0.0,0.0,0.0,156.0,0.0,45.1,2.2,0.1,11.2,0.0,0.0,23.0,0.0
2014-01-17,Dinner,1039.0,45.0,8.7,0.0,0.0,1.5,55.0,287.4,1030.0,113.0,11.2,38.6,53.1,2.4,36.0,33.4,4.4
2014-01-17,Snacks,562.5,4.1,1.1,0.0,0.0,0.0,0.0,47.3,0.0,75.4,43.9,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-18,Breakfast,362.0,12.6,0.5,2.0,2.0,0.4,0.0,140.0,210.0,51.6,7.0,10.0,12.4,15.0,0.0,2.0,90.0
2014-01-18,Lunch,602.4,48.3,20.4,0.0,0.0,0.0,120.0,1516.0,0.0,4.1,0.0,2.1,34.3,0.0,0.0,27.0,8.0
2014-01-18,Dinner,1007.0,47.9,10.5,0.0,0.0,1.0,115.0,900.0,170.0,86.0,7.2,3.0,56.9,0.0,0.0,12.0,6.0
2014-01-18,Snacks,140.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
2014-01-19,Breakfast,395.0,14.5,0.5,2.0,2.0,0.5,0.0,140.0,210.0,54.0,7.0,10.0,14.0,15.0,0.0,2.0,90.0
2014-01-19,Lunch,1417.4,50.2,20.1,3.0,7.8,0.0,498.0,1178.0,2526.0,47.1,2.2,1.1,181.8,0.0,0.0,37.0,130.0
2014-01-19,Dinner,1060.0,50.0,4.0,0.0,0.0,2.0,110.0,440.0,340.0,78.0,10.0,4.0,76.0,0.0,0.0,20.0,4.0
2014-01-19,Snacks,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,400.0,0.0,0.0
2014-01-20,Breakfast,362.0,12.6,0.5,2.0,2.0,0.4,0.0,140.0,210.0,51.6,7.0,10.0,12.4,15.0,0.0,2.0,90.0
2014-01-20,Lunch,853.0,30.3,10.9,1.2,2.7,0.0,206.0,797.0,1178.0,69.7,3.4,19.6,72.9,34.1,40.5,8.1,50.0
2014-01-20,Dinner,740.0,25.8,2.2,0.0,0.0,1.0,55.0,222.4,1030.0,93.8,11.2,31.4,40.4,2.4,36.0,12.4,4.4
2014-01-20,Snacks,728.1,18.2,3.1,4.4,7.0,0.0,0.0,277.4,186.2,81.5,46.2,1.2,6.7,0.0,0.0,1.5,3.6
2014-01-21,Breakfast,720.0,17.0,2.6,0.0,0.0,0.6,0.0,493.6,860.0,128.4,7.8,29.4,20.8,2.4,36.0,9.8,33.2
2014-01-21,Lunch,737.0,43.9,16.5,0.0,0.0,0.0,120.0,1360.0,0.0,49.0,2.2,2.0,32.9,0.0,0.0,4.0,8.0
2014-01-21,Dinner,1480.0,51.6,4.4,0.0,0.0,2.0,110.0,444.8,2060.0,187.6,22.4,62.8,80.8,4.8,72.0,24.8,8.8
2014-01-21,Snacks,375.0,2.8,0.8,0.0,0.0,0.0,0.0,31.5,0.0,50.3,29.3,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-22,Breakfast,312.0,4.8,2.4,0.0,0.0,0.0,0.0,491.2,0.0,59.2,1.6,0.0,8.8,0.0,0.0,7.5,30.9
2014-01-22,Lunch,1203.4,51.4,21.1,0.2,0.0,0.0,120.0,1522.0,1173.0,140.2,12.0,60.5,43.6,16.8,228.5,31.6,16.0
2014-01-22,Dinner,980.0,33.1,7.4,0.0,0.0,1.0,88.0,550.0,170.0,112.5,6.5,2.0,58.7,0.0,0.0,685.0,2.0
2014-01-22,Snacks,126.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
2014-01-23,Breakfast,834.0,25.8,7.2,0.0,0.0,0.0,692.0,626.0,189.0,101.0,2.0,0.0,45.6,18.0,0.0,975.0,1.8
2014-01-23,Lunch,829.4,30.1,13.1,0.1,0.1,0.0,60.0,840.0,940.0,107.8,8.2,37.9,28.6,24.8,61.0,26.4,8.7
2014-01-23,Dinner,867.5,32.8,14.7,0.0,0.0,0.0,76.0,1338.6,0.0,102.4,2.8,2.6,39.7,0.0,0.0,113.6,8.9
2014-01-23,Snacks,375.0,2.8,0.8,0.0,0.0,0.0,0.0,31.5,0.0,50.3,29.3,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-25,Breakfast,450.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,17.5,0.0,0.0,70.0,0.0
2014-01-25,Lunch,442.4,30.6,5.9,3.7,8.8,0.5,630.7,281.5,202.9,13.2,0.0,1.1,26.8,20.1,0.0,8.1,15.2
2014-01-25,Snacks,114.8,0.6,0.0,0.3,0.0,0.0,0.0,193.2,896.0,28.0,7.8,13.2,2.5,935.2,25.2,8.4,2.8
2014-01-26,Breakfast,342.2,3.9,2.1,0.2,0.4,0.0,12.0,228.0,470.9,63.3,5.1,29.8,17.2,20.0,47.3,1.8,3.6
2014-01-26,Lunch,749.0,25.2,7.4,5.6,10.1,153.0,669.0,194.0,3029.7,45.3,5.3,2.7,46.3,0.0,96.0,8.3,30.7
2014-01-26,Dinner,749.0,25.2,7.4,5.6,10.1,153.0,669.0,194.0,3029.7,45.3,5.3,2.7,46.3,0.0,96.0,8.3,30.7
2014-01-26,Snacks,566.0,16.2,11.3,0.0,0.0,0.2,61.0,1146.0,0.0,65.0,0.8,21.7,35.3,6.0,8.0,25.0,15.0
2014-01-27,Breakfast,342.0,11.6,0.0,1.0,2.0,0.4,0.0,135.0,210.0,50.6,5.0,13.0,10.4,15.0,0.0,0.0,50.0
2014-01-27,Lunch,1145.0,26.4,7.6,5.9,10.2,153.0,669.0,201.0,4311.7,138.9,14.5,64.2,51.4,38.3,291.2,13.0,39.8
2014-01-27,Dinner,740.0,25.8,2.2,0.0,0.0,1.0,55.0,222.4,1030.0,93.8,11.2,31.4,40.4,2.4,36.0,12.4,4.4
2014-01-27,Snacks,600.0,4.4,1.2,0.0,0.0,0.0,0.0,50.4,0.0,80.4,46.8,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-28,Breakfast,447.0,12.0,0.1,1.0,2.0,0.4,0.0,136.2,640.0,78.0,8.1,27.7,11.6,16.2,18.0,1.2,51.2
2014-01-28,Lunch,992.0,26.0,7.5,5.8,10.2,153.0,669.0,199.0,3838.7,103.4,10.5,42.8,49.7,36.2,213.8,11.7,37.3
2014-01-28,Dinner,740.0,25.8,2.2,0.0,0.0,1.0,55.0,222.4,1030.0,93.8,11.2,31.4,40.4,2.4,36.0,12.4,4.4
2014-01-28,Snacks,513.0,4.8,2.2,0.0,0.0,0.1,8.0,179.5,0.0,70.3,29.7,10.2,10.0,0.0,3.0,0.0,0.0
2014-01-29,Breakfast,762.0,14.8,2.4,0.0,0.0,0.0,0.0,491.2,0.0,134.2,1.6,0.0,26.3,0.0,0.0,77.5,30.9
2014-01-29,Lunch,944.0,25.9,7.5,5.8,10.2,153.0,669.0,198.0,3723.7,90.8,9.1,33.5,49.2,35.1,153.5,10.4,35.7
2014-01-29,Dinner,1315.0,62.7,8.4,0.0,0.0,2.0,795.0,353.6,1290.0,131.7,9.3,44.1,67.1,3.6,54.0,3.6,3.6
2014-01-29,Snacks,318.8,2.3,0.6,0.0,0.0,0.0,0.0,26.8,0.0,42.7,24.9,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-30,Breakfast,105.0,0.4,0.1,0.0,0.0,0.0,0.0,1.2,430.0,27.4,3.1,14.7,1.2,1.2,18.0,1.2,1.2
2014-01-30,Lunch,1755.0,75.9,15.3,19.8,21.8,153.0,687.0,1826.0,3029.7,163.7,9.7,38.2,70.6,0.0,96.0,16.3,38.7
2014-01-30,Dinner,68.0,4.7,1.6,0.0,0.0,0.0,159.0,70.0,0.0,0.3,0.0,0.0,6.3,0.0,0.0,0.0,0.0
2014-01-30,Snacks,494.0,21.1,8.9,0.0,0.0,0.0,5.0,196.0,0.0,70.6,1.0,57.6,5.9,0.0,0.0,4.0,2.0
2014-02-01,Breakfast,836.0,39.0,3.3,0.0,0.0,1.0,318.0,631.2,515.0,88.5,3.1,14.7,36.0,1.2,18.0,1.2,1.2
2014-02-03,Breakfast,342.0,11.6,0.0,1.0,2.0,0.4,0.0,135.0,210.0,50.6,5.0,13.0,10.4,15.0,0.0,0.0,50.0
2014-02-03,Lunch,843.0,42.3,6.6,0.1,0.1,0.0,0.0,68.0,582.0,77.1,3.4,31.8,39.0,23.8,44.0,22.4,3.7
2014-02-03,Dinner,544.0,29.0,7.9,0.0,0.0,0.5,497.0,296.2,430.0,40.3,3.1,14.7,33.1,5.2,18.0,16.2,1.2
2014-02-04,Dinner,604.0,38.1,7.8,0.0,0.0,1.0,497.0,295.0,0.0,24.9,0.0,0.0,39.9,4.0,0.0,15.0,0.0
2014-02-05,Breakfast,468.0,7.2,3.6,0.0,0.0,0.0,0.0,736.8,0.0,88.8,2.4,0.0,13.2,0.0,0.0,11.2,46.3
2014-02-05,Lunch,715.0,3.0,1.4,0.3,0.8,0.0,7.4,93.0,621.0,61.0,3.8,40.0,7.6,33.0,60.0,25.0,2.6
2014-02-05,Dinner,707.6,23.0,10.2,0.0,0.0,0.4,512.7,620.7,0.0,83.0,2.1,0.0,42.5,0.0,0.0,75.0,0.0
2014-02-06,Breakfast,342.0,11.6,0.0,1.0,2.0,0.4,0.0,135.0,210.0,50.6,5.0,13.0,10.4,15.0,0.0,0.0,50.0
2014-02-07,Breakfast,792.5,6.6,4.0,0.0,0.0,0.2,20.0,384.8,1720.0,165.6,13.9,85.8,30.8,4.8,72.0,104.8,4.8
2014-02-07,Dinner,1344.0,70.5,38.5,6.0,8.0,13.1,136.0,337.0,0.0,114.0,8.8,36.0,65.5,34.0,194.0,115.0,56.0
2014-02-07,Snacks,372.5,5.0,3.5,0.0,0.0,0.2,20.0,380.0,0.0,56.0,1.5,27.0,26.0,0.0,0.0,100.0,0.0
2014-02-10,Breakfast,412.0,16.2,3.2,0.0,0.0,0.1,9.0,945.0,0.0,48.5,2.0,10.0,13.2,0.0,0.0,36.3,0.0
2014-02-10,Lunch,1979.4,135.6,42.6,17.4,58.6,0.0,384.0,720.0,754.8,99.4,25.8,34.4,102.8,404.2,199.6,58.0,93.6
2014-02-10,Dinner,2200.0,68.0,14.4,0.0,0.0,0.4,146.0,2620.0,340.0,269.6,14.0,24.0,116.0,0.0,0.0,257.2,0.0
2014-02-11,Breakfast,573.2,10.3,3.2,1.0,2.0,0.0,3.6,684.2,210.0,104.7,6.6,13.0,16.3,15.0,0.0,22.0,80.9
2014-02-11,Lunch,1122.2,67.7,21.4,8.4,29.4,0.0,192.0,229.0,1071.4,82.7,16.2,46.5,52.3,237.2,157.3,30.1,47.8
2014-02-11,Dinner,689.0,17.8,8.1,0.0,0.0,0.3,82.0,656.2,600.0,76.3,8.1,16.7,49.6,1.2,18.0,110.1,1.2
2014-02-12,Breakfast,725.5,11.5,5.2,0.6,2.7,0.0,0.0,358.3,1290.0,174.2,14.0,89.3,17.4,3.6,123.7,98.2,56.3
2014-02-12,Lunch,1097.7,68.6,21.3,9.2,29.4,0.0,192.0,446.3,336.0,74.4,12.1,32.3,53.8,60.8,128.5,28.1,52.0
2014-02-13,Breakfast,338.0,7.8,2.0,1.0,2.0,0.1,9.0,280.0,210.0,52.3,5.0,13.0,12.8,15.0,0.0,36.3,50.0
2014-02-13,Lunch,1099.7,69.2,21.3,9.6,29.3,0.0,192.0,628.0,230.4,71.1,13.4,18.5,54.7,200.0,95.1,29.4,53.2
2014-02-14,Breakfast,338.0,7.8,2.0,1.0,2.0,0.1,9.0,280.0,210.0,52.3,5.0,13.0,12.8,15.0,0.0,36.3,50.0
2014-02-15,Breakfast,1047.0,3.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,216.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
2014-02-15,Snacks,830.0,54.0,13.2,7.8,27.3,0.2,18.0,306.0,565.0,55.3,3.0,5.0,32.9,0.0,0.0,77.1,33.3
2014-02-16,Breakfast,308.0,6.8,2.0,1.0,1.5,0.1,9.0,250.0,150.0,48.3,5.0,12.0,12.8,15.0,20.0,36.3,10.0
2014-02-16,Lunch,666.0,14.2,6.2,0.0,0.0,0.2,73.0,512.0,886.0,83.2,10.2,26.4,41.8,2.0,34.0,82.6,4.0
2014-02-16,Dinner,608.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
2014-02-17,Breakfast,308.0,6.8,2.0,1.0,1.5,0.1,9.0,250.0,150.0,48.3,5.0,12.0,12.8,15.0,20.0,36.3,10.0
2014-02-17,Lunch,718.0,49.8,15.5,0.2,0.1,0.0,152.0,964.0,1798.0,67.0,7.4,25.1,29.6,34.1,40.5,2.1,4.0
2014-02-17,Dinner,1080.0,29.0,12.9,0.0,0.0,0.2,73.0,1308.0,600.0,149.9,15.1,16.7,55.8,1.2,18.0,73.8,1.2
2014-02-17,Snacks,170.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,6.0,0.0,0.0,8.0,8.0
2014-02-18,Lunch,762.0,59.1,22.0,0.0,0.0,0.0,152.0,1026.0,1462.0,51.5,6.2,13.7,32.5,0.0,0.0,21.0,0.0
2014-02-18,Dinner,1543.2,100.1,28.8,6.3,21.9,0.2,225.0,1483.8,2084.0,108.1,13.6,12.5,79.6,0.0,0.0,76.2,26.7
2014-02-19,Breakfast,308.0,6.8,2.0,1.0,1.5,0.1,9.0,250.0,150.0,48.3,5.0,12.0,12.8,15.0,20.0,36.3,10.0
2014-02-19,Lunch,762.0,59.1,22.0,0.0,0.0,0.0,152.0,1026.0,1462.0,51.5,6.2,13.7,32.5,0.0,0.0,21.0,0.0
2014-02-20,Breakfast,308.0,6.8,2.0,1.0,1.5,0.1,9.0,250.0,150.0,48.3,5.0,12.0,12.8,15.0,20.0,36.3,10.0
2014-02-20,Lunch,762.0,59.1,22.0,0.0,0.0,0.0,152.0,1026.0,1462.0,51.5,6.2,13.7,32.5,0.0,0.0,21.0,0.0
2014-02-20,Dinner,666.0,14.4,6.2,0.0,0.0,0.2,73.0,512.4,1030.0,92.4,11.2,31.4,42.0,2.4,36.0,75.0,2.4
2014-02-21,Breakfast,438.0,6.6,2.2,0.0,0.0,0.1,9.0,387.4,860.0,94.1,6.7,33.4,15.2,2.4,36.0,39.7,6.4
2014-02-21,Lunch,1436.0,99.6,31.0,0.4,0.2,0.0,304.0,1928.0,3596.0,134.0,14.8,50.2,59.2,68.2,81.0,4.2,8.0
2014-02-21,Dinner,1122.0,28.0,12.2,0.0,0.0,0.4,146.0,1022.4,1200.0,130.0,16.2,33.4,81.6,2.4,36.0,147.6,2.4
2014-02-24,Breakfast,332.4,8.0,2.1,2.0,2.0,0.1,7.2,256.0,210.0,51.0,7.0,10.0,13.0,15.0,0.0,31.0,90.0
2014-02-24,Lunch,729.3,17.3,10.8,0.0,0.0,0.0,38.4,612.0,0.0,112.7,4.5,1.7,31.0,0.0,0.0,0.0,0.0
2014-02-24,Dinner,666.0,14.4,6.2,0.0,0.0,0.2,73.0,512.4,1030.0,92.4,11.2,31.4,42.0,2.4,36.0,75.0,2.4
2014-02-27,Breakfast,306.8,7.3,1.7,2.0,2.0,0.1,5.4,227.0,210.0,48.8,7.0,10.0,11.3,15.0,0.0,23.8,90.0
2014-02-27,Lunch,1077.3,18.4,11.0,0.2,0.1,0.0,38.4,618.0,1167.0,193.6,12.3,54.0,35.5,37.2,134.8,3.4,7.6
2014-02-27,Dinner,561.0,14.0,6.1,0.0,0.0,0.2,73.0,511.2,600.0,65.0,8.1,16.7,40.8,1.2,18.0,73.8,1.2
2014-02-27,Snacks,179.0,0.3,0.0,0.0,0.0,0.0,0.0,9.5,373.5,47.2,9.6,31.6,1.4,100.0,219.0,48.5,1.5
2014-02-28,Lunch,195.0,0.7,0.1,0.2,0.1,0.0,0.0,4.0,694.0,45.5,3.8,30.8,2.9,35.1,57.5,2.1,5.0
2014-02-28,Dinner,561.0,14.0,6.1,0.0,0.0,0.2,73.0,511.2,600.0,65.0,8.1,16.7,40.8,1.2,18.0,73.8,1.2
2014-05-05,Breakfast,918.6,21.0,5.5,4.0,4.0,0.1,80.8,675.2,1150.0,140.0,22.1,36.7,45.8,31.2,18.0,63.8,189.2
2014-05-05,Lunch,789.0,34.3,13.7,0.6,0.2,0.0,809.1,806.0,1111.0,81.4,12.8,40.2,46.6,47.1,437.5,4.1,6.0
2014-05-05,Dinner,893.0,36.6,22.2,1.5,0.6,0.0,56.4,2256.6,1449.0,125.8,12.9,51.1,39.0,3.6,54.0,15.6,18.6
2014-05-05,Snacks,210.0,0.8,0.3,0.2,0.1,0.0,0.0,2.4,844.9,53.9,6.1,28.9,2.6,3.0,34.2,1.2,3.4
2015-06-06,Lunch,388.0,28.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,6.6,23.0,0.0,0.0,0.0,0.0
2015-06-06,Dinner,885.0,62.4,24.5,0.0,0.0,0.0,0.0,5.4,0.0,38.1,0.0,2.4,42.6,0.0,0.0,0.0,0.0
2015-06-06,Snacks,303.0,7.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0,44.1,4.0,40.1,10.6,0.0,30.0,0.0,0.0
2015-07-04,Breakfast,543.0,14.8,4.0,0.0,0.0,0.0,1.6,220.0,215.2,51.6,9.0,17.8,51.2,0.0,0.0,0.0,0.0
2015-07-04,Lunch,388.5,14.4,5.3,0.0,0.0,0.0,105.0,6.0,330.0,7.9,5.4,0.0,52.9,5.8,195.0,1.2,16.1
2015-07-04,Dinner,441.3,9.1,3.3,0.0,0.0,0.0,60.0,0.0,0.0,49.0,2.7,0.0,37.6,0.0,0.0,0.0,6.7
2015-07-04,Snacks,401.6,18.6,7.4,0.0,0.0,0.0,0.0,2.4,0.0,23.9,2.2,6.9,33.3,0.0,0.0,0.0,0.0
2015-07-05,Breakfast,772.2,25.4,9.3,1.4,0.0,0.0,1.6,0.2,0.0,76.8,9.0,30.0,64.8,0.0,50.0,0.0,0.0
2015-07-05,Lunch,350.0,5.9,1.1,0.0,0.0,0.0,38.0,6.0,330.0,14.9,6.4,0.0,25.8,49.8,195.0,2.2,10.4
2015-07-05,Dinner,276.3,8.9,3.1,0.0,0.0,0.0,60.0,6.0,330.0,14.9,6.4,0.0,32.0,5.8,195.0,1.2,11.1
2015-07-05,Snacks,418.5,14.3,4.4,0.0,0.0,0.0,4.4,24.0,0.0,29.2,28.4,25.6,31.4,0.0,0.0,0.0,0.0
2015-07-06,Breakfast,8.2,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-06,Lunch,623.8,14.3,3.4,0.0,0.0,0.0,195.5,194.4,595.0,39.2,2.3,1.7,79.3,0.0,0.0,5.4,18.9
2015-07-06,Dinner,642.8,9.5,2.7,0.0,0.0,0.0,195.5,193.9,595.0,52.8,3.2,0.0,80.8,0.0,0.0,5.4,18.9
2015-07-06,Snacks,540.0,20.4,7.9,0.0,0.0,0.0,0.0,110.5,0.0,28.6,10.0,27.6,55.4,0.0,0.0,34.0,4.0
2015-07-07,Breakfast,423.8,4.7,0.6,1.4,0.0,0.0,0.0,150.0,0.0,68.9,7.2,15.3,23.6,0.0,0.0,45.0,0.0
2015-07-07,Lunch,733.0,7.1,1.6,0.0,0.0,0.0,38.0,12.0,587.0,94.9,11.7,7.0,38.4,49.8,236.0,5.2,11.4
2015-07-07,Dinner,528.4,8.8,2.4,0.1,0.0,0.0,195.5,234.7,942.3,33.8,4.8,8.7,75.0,475.3,32.2,9.5,24.9
2015-07-07,Snacks,616.3,26.7,4.1,2.1,6.3,0.0,2.4,2924.0,0.0,22.0,16.5,18.0,71.6,0.0,0.0,5.6,4.2
2015-07-08,Breakfast,88.0,0.8,0.1,0.0,0.0,0.0,0.0,210.0,0.0,15.9,3.9,1.6,2.4,0.0,0.0,0.0,0.0
2015-07-08,Lunch,763.6,10.1,2.8,0.0,0.0,0.0,195.5,193.9,595.0,77.0,4.8,0.0,84.9,0.0,0.0,5.4,18.9
2015-07-08,Dinner,904.4,17.3,6.7,1.0,7.3,0.7,264.0,178.2,1204.5,70.0,3.8,0.0,107.7,0.0,0.0,0.0,0.0
2015-07-08,Snacks,678.4,26.0,9.5,0.0,0.0,0.0,0.0,1923.0,0.0,42.7,7.8,12.1,64.1,0.0,0.0,0.0,0.0
2015-07-09,Breakfast,971.6,19.1,1.8,8.3,2.2,0.0,0.0,152.4,108.8,147.5,19.6,11.8,42.8,0.2,0.5,31.7,3.6
2015-07-09,Lunch,713.8,32.8,0.2,0.0,0.0,0.0,0.0,12.0,660.0,29.8,12.8,0.0,74.4,11.6,390.0,2.4,8.8
2015-07-09,Dinner,1106.0,11.4,0.4,0.0,0.0,0.0,360.0,672.0,660.0,71.6,18.6,3.2,158.4,11.6,390.0,2.4,8.8
2015-07-09,Snacks,1407.6,60.8,7.0,6.4,19.0,0.0,4.8,2848.0,0.0,101.2,35.2,33.4,114.6,0.0,0.0,17.0,12.6
2015-07-10,Breakfast,592.3,16.1,1.8,8.3,2.2,0.0,0.0,126.4,108.8,79.9,10.4,11.7,26.7,0.2,0.5,31.7,3.6
2015-07-10,Lunch,752.2,8.8,1.8,0.0,0.0,0.0,51.7,0.0,0.0,77.0,4.8,0.0,44.3,59.8,0.0,1.4,8.2
2015-07-10,Dinner,458.6,9.0,2.5,0.0,0.0,0.0,195.5,199.9,925.0,14.9,6.4,0.0,74.7,5.8,195.0,6.6,23.3
2015-07-10,Snacks,594.0,21.6,3.5,0.0,0.0,0.0,0.0,2910.0,0.0,18.0,10.0,17.0,77.0,0.0,0.0,4.0,4.0
2015-07-11,Breakfast,462.0,4.0,0.0,0.0,0.0,0.0,0.0,275.0,269.0,68.0,9.0,1.0,34.0,0.0,0.0,0.0,0.0
2015-07-11,Lunch,766.6,10.1,2.8,0.0,0.0,0.0,195.5,232.9,606.3,77.7,4.9,0.0,85.0,0.0,0.0,6.0,18.9
2015-07-11,Dinner,548.2,8.4,2.5,0.1,0.0,0.0,45.0,430.5,546.0,71.1,15.3,9.6,42.5,5.9,211.0,4.5,11.0
2015-07-11,Snacks,549.0,13.2,7.3,0.0,0.0,0.0,0.0,3000.2,0.0,30.0,0.0,17.0,82.0,0.0,50.0,0.0,0.0
2015-07-12,Breakfast,407.0,16.6,1.2,3.9,9.9,0.0,0.0,0.8,10.9,40.5,0.0,17.2,23.5,0.0,0.2,0.1,0.5
2015-07-12,Lunch,774.6,11.1,3.2,0.0,0.0,0.0,195.5,193.9,595.0,77.0,1.0,3.0,85.9,0.0,0.0,5.4,18.9
2015-07-12,Dinner,599.4,16.2,6.4,1.0,7.3,0.7,264.0,184.2,1534.5,7.9,5.4,0.0,97.5,5.8,195.0,1.2,4.4
2015-07-12,Snacks,419.0,11.6,6.3,0.0,0.0,0.0,0.0,1500.2,0.0,28.0,0.0,15.0,55.0,0.0,50.0,0.0,0.0
2015-11-18,Breakfast,555.2,21.2,0.4,0.0,0.0,0.0,0.0,9.0,0.0,71.0,9.7,3.5,17.1,0.0,0.0,0.0,0.0
2015-11-18,Lunch,1345.0,12.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,212.0,11.4,2.0,90.5,0.0,0.0,0.0,0.0
2015-11-18,Dinner,1387.5,17.1,6.5,0.0,0.0,0.0,0.0,23.6,146.5,213.4,11.8,0.2,88.9,2.0,21.0,0.5,0.5
2016-04-10,Breakfast,701.0,18.8,4.3,0.0,0.0,0.0,0.0,1002.0,0.0,73.4,12.7,5.8,52.1,20.0,300.0,30.0,33.0
2016-04-10,Lunch,1260.8,52.4,17.2,6.4,20.8,0.0,248.0,244.0,1272.0,69.0,29.0,1.8,107.8,0.0,0.0,3.2,66.4
2016-04-10,Dinner,1096.8,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,29.0,1.8,128.2,0.0,0.0,3.2,66.4
